recid,ite,ite_reweighed
300001,-0.161391771819887,-0.142697863701605
300002,-0.122322859636644,-0.111378754617671
300006,0.122172566290052,0.111241907867844
300008,0.16685810534183,0.149107268278018
300010,-0.237501886050623,-0.351808589518178
300012,0.346342689238464,0.306226031883168
300013,-0.141087988484778,-0.24447808213171
300014,-0.0857287064184644,-0.0780586440198961
300015,-0.132523170501341,-0.11360144652817
300016,0.000715700213365604,0.00064316356821083
300019,0.0631441850624915,0.0558302335490317
300022,-0.155151075299292,-0.13942642091999
300025,-0.0852719302344508,-0.0779796970186078
300026,0.101287752589233,0.0926258879901961
300027,-0.0696535329671383,-0.0615856077518766
300028,-0.207030071315579,-0.188507296019993
300030,-0.197690546177861,-0.173401781408539
300032,0.144477676440386,0.129107732687293
300033,-0.0712196032415245,-0.0640014538097941
300035,0.183320632370297,0.16381846513081
300037,0.0654516505595091,0.0574100938187357
300039,-0.703165444702893,-1.04159022655558
300040,-0.174470851192612,-0.159550558749776
300048,0.117636785257589,0.104010989901741
300052,-0.387171004329035,-0.369446401781073
300054,0.0705302863486831,0.0623608073368916
300055,-0.260334227458732,-0.238071122877004
300057,-0.905923522692712,-0.776575313075133
300058,0.233117086676011,0.213181521033655
300059,-0.139732250964787,-0.119781210909654
300062,-0.132501650858166,-0.196273047226688
300063,0.0362925340581077,0.0346310699132059
300064,0.0210996659769347,0.0185073071943152
300066,-0.171226248750618,-0.163387549129652
300074,0.0457993526638719,0.0417017299722238
300075,-0.474842030621809,-0.416501727520093
300076,0.052362843832084,0.0478849099091804
300077,0.125491455016269,0.119746484090093
300078,0.33524341703779,0.306574273811007
300081,0.159713583807908,0.141214059158791
300082,-0.412090751125066,-0.364358536830256
300084,0.332531941997807,0.291676219386753
300085,-0.156980244969121,-0.134566527780576
300091,-0.10032978431234,-0.086004647976829
300092,-0.127466054355341,-0.111805249778854
300095,-0.152245923470739,-0.134611373253884
300096,0.254221960485925,0.224775589599823
300097,-0.117039787237312,-0.173369580975412
300098,0.0685289595334578,0.101511095324419
300099,-0.0858685840990984,-0.0785253265999047
300101,-0.0573980961792799,-0.0515807647640254
300103,0.311378132757307,0.278252846523917
300104,0.333629443799705,0.303779948119081
300105,-0.244581848655023,-0.233384945970203
300108,0.275268171510553,0.251727954958229
300110,-0.0486396014072722,-0.043005706758466
300113,-0.0885047403879705,-0.0782532915923555
300115,-0.235565118164921,-0.224780999398402
300119,-0.0806177911645287,-0.0737235677911218
300122,0.293135371489597,0.257120012023329
300123,0.34834401605369,0.313039141453397
300125,0.125637228841141,0.107698683031432
300128,-0.113763937797444,-0.168517105948462
300129,0.427557822578899,0.390994192003973
300133,-0.129574979386439,-0.116442477641759
300134,-0.144186817101901,-0.127485748141715
300136,0.0804567379963494,0.0689690850644932
300139,-0.0267003251909041,-0.022888039525349
300140,-0.0687604677753979,-0.0626085368712072
300141,-0.0203735500976111,-0.035303405396666
300144,0.255168824785601,0.229307311609583
300146,-0.108582567469747,-0.0960055165046465
300153,-0.43249137285446,-0.749423551285346
300154,-0.0386760066174944,-0.034196188929537
300156,-0.0790791366775544,-0.0754589113720084
300158,-0.184133170977948,-0.17570359532536
300159,0.279034109066084,0.255171839349774
300160,-0.168439454959525,-0.154034951801953
300161,-0.174432675583613,-0.149527091701123
300163,0.196264697739738,0.168241926912115
300169,-0.0593133444218073,-0.0508445557048662
300171,0.33524341703779,0.294054555686936
300172,-0.175949810427413,-0.160207755270217
300173,0.119202855531975,0.206555397224511
300174,0.33524341703779,0.296412381448457
300175,-0.175949810427413,-0.155569653790742
300176,0.33524341703779,0.3198960478976
300181,-0.155194114585641,-0.137218077233502
300182,-0.175949810427413,-0.260632265544472
300187,0.797631126250191,0.712776871612175
300189,-0.081032560529081,-0.0710766934459079
300192,0.331741611344589,0.290982990773552
300193,0.313551616717928,0.275027865285472
300202,0.0610460198529811,0.0582513466286672
