,recid,education,age,prev_earnings,allocated_trmt,earnings,clstrs9,Rlr1,d_rob_ols_Xfit
1655,303636,11,30,0,1,15414,4,1261.4405365093517,6794
1656,303640,12,24,0,0,26592,4,1172.5870184839023,-42100
1657,303642,12,31,1955,1,35772,4,1105.5290879958047,31939
1658,303643,9,40,1900,1,0,3,1615.8748189368507,-15867
1659,303644,14,30,10133,1,5376,1,1149.67552402402,-32592
1660,303646,12,23,15600,1,54288,1,2199.8571932479827,30523
1661,303651,12,32,10000,0,2284,1,1593.64767855659,70055
1662,303656,10,31,750,1,22911,3,1535.7554328446895,17498
1663,303670,12,24,126,0,4174,4,1180.6622557192968,25294
1664,303673,12,29,8500,1,30537,1,1579.9505959471135,11034
1665,303675,12,27,300,0,157,4,1109.3770798038986,37058
1666,303677,12,30,36600,0,7794,1,3353.37777980839,158162
1667,303680,13,32,10000,1,43085,1,1339.920772526384,24977
1668,303682,12,29,300,1,0,4,1054.4192838023137,-18876
1669,303684,11,22,0,0,3786,4,1481.2717205156914,23352
1670,303685,9,24,0,0,5516,3,1933.7677365745149,11734
1671,303686,8,31,0,0,23733,3,1995.14235659917,-46596
1672,303687,12,25,0,0,12620,4,1145.1081204831098,-835
1673,303689,12,30,0,0,1287,4,1007.7136304791475,32373
1674,303690,8,45,15600,1,10275,1,2610.229061351358,-25988
1675,303693,12,55,7500,1,35249,2,801.4100635186078,23016
1676,303694,14,40,10000,1,34614,1,866.362682489842,11861
1677,303695,8,49,0,1,20900,3,1500.5221925849055,22127
1678,303697,9,36,0,1,0,3,1604.0209605650061,-12910
1679,303699,12,60,6500,1,12324,2,599.9263891067421,-9286
1680,303700,10,27,0,1,25308,3,1597.604136541935,22728
1681,303701,9,35,0,0,37879,3,1631.4998585657977,-87239
1682,303707,11,24,2500,0,26682,4,1586.5368855338638,-35357
1683,303709,12,30,300,1,21574,4,1026.9403858015194,13591
1684,303710,9,35,7000,1,30541,3,2080.124149421117,19006
1685,303711,12,26,200,1,0,4,1130.447059363898,-18675
1686,303712,10,24,3500,1,28566,3,1904.3529759719713,19795
1687,303715,14,30,6260,0,21879,1,901.4581128122118,1401
1688,303716,11,34,8000,0,38175,1,1664.2384197694046,-50934
1689,303717,12,38,13000,1,24075,1,1621.0418437755434,-7895
1690,303718,12,39,0,1,0,2,760.4035484720152,-17227
1691,303719,14,33,75,1,3561,4,422.62981324695465,-15332
1692,303720,12,36,2000,1,4980,2,971.0186112901993,-13657
1693,303722,8,35,8640,1,72000,3,2438.957317880282,79071
1694,303723,14,32,15000,0,25670,1,1406.6397885356928,22699
1695,303729,12,41,6000,0,23547,1,1089.9808589178465,-13240
1696,303731,11,26,155,0,20553,4,1381.2899520957471,-27260
1697,303732,12,43,4800,1,22415,2,958.1160416267776,7553
1698,303734,11,23,268,1,4459,4,1470.9687239362174,-11445
1699,303740,13,33,4600,0,36113,1,966.3602787229174,-51496
1700,303741,11,33,1000,1,1362,4,1243.0930269148776,-16083
1701,303745,11,37,2000,1,0,2,1197.266619319611,-19666
1702,303746,16,26,0,1,13806,4,102.72159836149694,-3231
1703,303749,13,44,75,0,0,2,374.08884126843986,36061
1704,303756,13,25,9000,1,7835,1,1468.1838741240317,-25587
1705,303757,12,22,2200,1,1818,4,1368.5410201828727,-20549
1706,303764,8,28,0,1,7413,3,2077.5790506015483,-1971
1707,303766,12,34,4203,1,0,1,1167.1648805423938,-25834
1708,303768,12,37,4726,1,23787,1,1118.24682998535,8858
1709,303771,14,45,6000,1,30038,2,472.61145485426823,13765
1710,303772,11,30,7500,0,13600,1,1742.1094195686237,22740
1711,303778,12,28,7500,0,32415,1,1543.3403095400063,-31329
1712,303779,12,34,9000,1,0,1,1474.6006981471037,-35087
1713,303784,12,22,1380,0,16281,4,1315.9878889683932,-5439
1714,303785,9,36,224,1,13815,3,1618.3769378723773,7223
1715,303786,10,22,6000,0,12510,1,2119.53373299331,18441
1716,303793,11,35,10400,1,40444,1,1790.5735643475782,23607
1717,303795,12,39,3500,1,9651,2,984.7156938996741,-9517
1718,303797,11,27,0,1,2577,4,1343.8772305117309,-13223
1719,303799,12,32,600,1,3990,4,991.2093451223045,-12807
1720,303800,10,28,4800,1,30888,3,1877.7533236990766,21350
1721,303802,12,31,0,1,7988,4,980.234732478355,-5675
1722,303803,12,42,3350,1,1999,2,892.6656222361125,-20345
1723,303804,12,26,7000,1,32129,1,1566.2535133376368,15294
1724,303806,12,23,2000,1,14040,4,1328.2442853005014,-1740
1725,303807,15,23,5000,1,38712,4,759.3311204335951,24478
1726,303810,13,23,0,1,4402,4,946.3390104544887,-13852
1727,303811,11,31,0,0,0,4,1233.9616385085592,32550
1728,303815,11,24,0,0,6726,4,1426.3139245141065,14838
1729,303821,12,25,1200,0,26937,4,1222.0151417725938,-38417
1730,303822,12,42,5500,1,38498,2,1030.457368713105,30232
1731,303824,12,51,98,0,0,2,436.93751253448136,31113
1732,303825,9,23,0,0,8502,3,1961.2466345753073,3049
1733,303826,12,56,2144,0,16254,2,430.6694938290857,-10478
1734,303828,12,36,0,0,0,2,842.8402424743927,34862
1735,303830,14,30,0,0,0,4,500.2598184187391,42208
1736,303835,11,25,0,0,6081,4,1398.835026513314,16473
1737,303836,9,26,2100,0,57312,3,2013.3972278295241,-134930
1738,303837,12,43,0,1,6204,2,650.4879564688454,-7243
1739,303841,10,34,0,1,43041,3,1405.251850536386,49795
1740,303843,11,27,1600,1,26072,4,1446.4199255643744,18908
1741,303848,11,28,0,0,8736,4,1316.3983325109384,7062
1742,303850,8,43,1600,1,12471,3,1767.9382756423038,4867
1743,303852,11,34,4500,0,453,1,1439.9262743417457,48479
1744,303854,13,28,5109,0,6879,1,1136.376163590503,39613
1745,303857,12,22,3296,1,34377,4,1438.7827662939344,25993
1746,303858,12,36,0,1,7294,2,842.8402424743927,-6490
1747,303859,16,34,20000,1,2775,1,1164.6741025132142,-60313
1748,303861,13,35,4000,1,38926,1,872.9489720765887,31503
1749,303863,15,29,0,1,18739,4,274.01181038932737,5819
1750,303865,9,23,2000,1,29080,3,2089.425003391114,24960
1751,303869,8,48,6000,0,19737,3,1912.5361970331141,-15736
1752,303873,12,27,0,1,423,4,1090.1503244815267,-17503
1753,303875,11,31,892,1,269,4,1291.1291910004093,-18066
1754,303876,12,32,0,1,34290,4,952.7558344775625,33879
1755,303881,12,32,0,1,28107,4,952.7558344775625,24225
1756,303886,10,28,0,1,6985,3,1570.1252385411426,-4775
1757,303887,14,48,0,0,0,2,5.639654404472822,37840
1758,303890,16,24,2000,1,45741,4,285.8577631788903,40135
1759,303894,11,26,2000,0,34905,4,1499.5344973283281,-62598
1760,303895,12,30,250,1,15920,4,1023.7359265811228,5579
1761,303900,12,28,1000,0,251,4,1126.7606108886375,39893
1762,303901,11,32,0,1,0,4,1206.4827405077667,-16649
1763,303902,12,39,2500,0,40692,2,920.6265094917726,-78053
1764,303904,14,45,3194,0,62451,2,292.7772034056943,-136603
1765,303905,14,29,9000,1,45537,1,1104.5413760906595,30065
1766,303906,9,26,883,1,9874,3,1935.4006904051075,-875
1767,303911,12,33,5000,1,27469,1,1245.7228585162811,13478
1768,303916,10,22,1279,1,9425,3,1816.9686934036035,-4676
1769,303918,12,43,0,1,24072,2,650.4879564688454,19309
1770,303919,11,50,6512,1,43912,2,1129.2113453577622,38647
1771,303921,12,35,4899,0,19358,1,1184.2920548895017,-3528
1772,303922,13,39,15717,1,37505,1,1513.9663537808156,5791
1773,303923,12,36,3000,1,384,2,1035.1077956981007,-22610
1774,303924,11,39,0,0,0,2,1014.1304545022194,31796
1775,303925,12,29,1000,1,16233,4,1099.281712887845,4360
1776,303928,8,22,0,1,0,3,2242.452438606302,-12911
1777,303929,14,37,350,1,21,2,330.3387469559584,-20691
1778,303931,11,27,8100,1,88454,1,1862.999624215743,98983
1779,303932,14,31,10000,0,30630,1,1113.6727644969724,-11999
1780,303936,12,41,375,1,69,2,729.4791966233952,-17629
1781,303939,10,33,1452,0,1725,3,1525.7882442974533,30826
1782,303941,11,26,0,1,11410,4,1371.3561285125215,239
1783,303944,10,41,0,0,12424,2,1212.8995645308387,-10629
1784,303947,9,26,300,1,2196,3,1898.0366958953018,-11666
1785,303948,8,31,4800,1,67389,3,2302.770441757102,79098
1786,303950,12,33,36000,1,18484,1,3232.487575161271,-61478
1787,303951,10,30,0,0,1528,3,1515.1674425395559,26485
1788,303954,13,41,3000,0,2073,2,643.9863996639324,41793
1789,303956,13,24,14000,1,25494,1,1816.108694164337,-9296
1790,303958,12,43,0,0,21777,2,650.4879564688454,-32502
1791,303959,12,38,1800,1,2079,2,903.2429784070355,-17449
1792,303960,10,28,5250,0,669,3,1906.5934566826327,49808
1793,303961,12,25,3750,0,21549,4,1385.4425620127477,-12786
1794,303963,12,36,0,1,3109,2,842.8402424743927,-12393
1795,303964,13,35,5000,1,6375,1,937.0381564844902,-19381
1796,303965,12,36,14000,1,28975,1,1740.0888241850298,-967
1797,303968,13,24,4000,1,10638,4,1175.2168500853077,-12377
1798,303969,11,34,0,0,2160,2,1151.5249445061818,25350
1799,303970,17,23,2674,1,8861,4,102.80586544040489,-17831
1800,303971,10,42,1000,1,16517,2,1249.5098509379495,9111
1801,303975,10,28,0,1,290,3,1570.1252385411426,-15101
1802,303978,12,32,15000,1,10058,1,1914.0936005961048,-31925
1803,303980,9,47,2448,0,210,2,1458.6434059868334,32790
1804,303982,16,54,200,1,0,2,-653.8697087791115,-20972
1805,303984,12,22,0,1,438,4,1227.5448144854872,-18265
1806,303986,13,72,0,1,0,2,-400.12699158434225,-13593
1807,303989,12,23,371,1,37071,4,1223.8430039000268,35801
1808,303993,15,27,500,1,15038,4,361.01419859486305,-1375
1809,303996,11,30,2000,1,8004,4,1389.6189053251583,-8572
1810,303998,12,33,0,0,1449,4,925.2769364767701,30487
1811,303999,15,51,10000,1,39687,1,310.367898450917,19781
1812,304000,16,35,5570,1,3990,1,212.3882735063853,-28372
1813,304008,12,23,0,1,3985,4,1200.0659164846948,-12808
1814,304009,12,28,0,0,0,4,1062.6714264807342,36816
1815,304012,11,33,6000,1,14523,1,1563.5389489543923,-6277
1816,304013,11,28,550,0,0,4,1351.6473839352839,35464
1817,304014,11,36,0,0,2018,2,1096.5671485045968,25890
1818,304015,12,29,0,0,19104,4,1035.1925284799418,-21516
1819,304016,10,30,4000,1,24541,3,1771.5241801711672,13761
1820,304018,12,55,12,1,33368,2,321.51025067223054,35186
1821,304020,10,24,522,1,39,3,1713.4953848052355,-17002
1822,304022,12,52,3000,0,26009,2,595.4454276854212,-36025
1823,304024,12,73,5000,1,35559,2,146.56693848458417,30263
1824,304025,12,37,13000,1,30229,1,1648.5207417763377,1215
1825,304027,12,39,1322,1,15318,2,845.1294502592627,3211
1826,304028,11,22,0,1,4470,4,1481.2717205156914,-11017
1827,304030,11,26,3000,1,9481,4,1563.6236817362296,-8928
1828,304032,12,23,7395,0,16200,1,1674.0054351811377,18217
1829,304034,8,36,10000,1,324,1,2498.639710674237,-30946
1830,304036,12,37,1000,1,14699,2,879.4505288815035,2904
1831,304037,16,38,481,1,33497,2,-196.19827994781008,26556
1832,304039,12,47,0,0,0,2,540.5723644656737,31780
1833,304040,11,25,0,1,0,4,1398.835026513314,-17358
1834,304041,12,23,136,0,7381,4,1208.7820455641704,15660
1835,304042,12,35,500,0,3735,2,902.3637326791359,25146
1836,304043,10,35,1440,1,1873,3,1470.0613780829735,-14686
1837,304045,9,32,18200,1,20373,1,2880.359708792006,-19093
1838,304048,9,28,0,1,0,3,1823.8521445713468,-13870
1839,304050,10,38,0,1,5442,3,1295.336258533218,-5889
1840,304052,16,41,18000,1,43190,1,844.1434476918657,7435
1841,304056,12,27,575,1,54335,4,1127.0016055160704,61797
1842,304058,9,45,0,0,0,3,1356.710878557873,23660
1843,304059,12,29,3300,1,11175,4,1246.6868370260217,-8037
1844,304060,12,30,1100,0,636,4,1078.211733327842,38828
1845,304061,9,27,4000,1,18489,3,2107.6877802037507,5611
1846,304062,12,47,5000,0,31196,2,861.0182865051866,-41197
1847,304063,10,29,10880,1,51423,1,2239.936666898335,40602
1848,304064,11,38,1056,1,23409,2,1109.28753123776,17298
1849,304065,10,27,1200,1,33282,3,1674.511157831419,31922
1850,304068,12,23,12000,0,30662,1,1969.1361293795308,-4995
1851,304070,12,42,0,1,0,2,677.9668544696378,-16675
1852,304072,12,25,7443,0,18288,1,1622.1239200311284,11616
1853,304074,15,34,7000,1,554,1,585.2416112406827,-35255
1854,304083,10,22,0,1,0,3,1734.9986265458956,-16322
1855,304085,11,41,8000,0,34266,1,1471.8861337638555,-39182
1856,304087,12,50,1012,1,4606,2,522.9939250840944,-10271
1857,304088,14,28,6240,1,26789,1,955.1341251256417,6832
1858,304089,13,25,0,1,3666,4,891.3812144529038,-14560
1859,304091,14,27,950,1,27474,4,643.5812376086269,17844
1860,304093,12,31,1200,1,15353,4,1057.141753767839,2639
1861,304094,12,38,4000,1,27,2,1044.239184104421,-25071
1862,304095,14,30,0,1,3999,4,500.2598184187391,-15105
1863,304097,11,27,0,1,1320,4,1343.8772305117309,-14756
1864,304098,11,25,275,1,60,4,1416.4595522254876,-17813
1865,304100,14,37,1957,0,28029,2,433.33006629945703,-36370
1866,304103,16,22,0,1,0,4,212.63719036466864,-24932
1867,304104,12,24,1292,1,16324,4,1255.3902447389119,3167
1868,304105,10,24,0,0,31035,3,1680.0408305443107,-61817
1869,304106,14,42,16800,1,72244,1,1247.2113404619959,56545
1870,304108,12,22,7149,0,66996,1,1685.718393817584,-135430
1871,304109,13,35,1680,1,14669,2,724.2620642502552,-145
1872,304111,11,22,0,1,3051,4,1481.2717205156914,-12778
1873,304112,13,31,3000,1,1086,4,918.7753796718571,-23743
1874,304115,14,39,5650,0,3198,1,615.0536283162583,51932
1875,304116,10,32,341,1,37374,3,1482.0640584210669,40385
1876,304120,12,32,0,0,31881,4,952.7558344775625,-60531
1877,304125,13,34,8000,1,13759,1,1156.7846077089962,-14774
1878,304130,12,37,2560,0,11961,2,979.4296565578315,8700
1879,304131,12,24,9000,0,2868,1,1749.3896781550284,65758
1880,304132,16,31,3000,0,24347,4,157.5946615812427,-14713
1881,304133,10,22,0,0,13266,3,1734.9986265458956,-7242
1882,304135,16,45,2600,0,0,2,-252.7455841930132,54287
1883,304140,14,33,11000,1,27417,1,1122.8041529032926,-2064
1884,304141,9,24,0,1,4140,3,1933.7677365745149,-8639
1885,304144,10,26,7000,0,63760,1,2073.707325398045,-131711
1886,304148,13,33,1400,0,8380,4,761.2748886176269,18948
1887,304151,14,28,6000,1,4204,1,939.752720867742,-27156
1888,304153,14,24,500,1,24364,4,697.1777986274446,14089
1889,304154,10,29,1500,1,11006,3,1638.7801171522042,-2013
1890,304156,13,36,1200,1,192,2,666.0203577336706,-20797
1891,304157,14,40,0,1,0,2,225.4708384108144,-19778
1892,304158,12,26,0,0,4321,4,1117.6292224823173,24418
1893,304159,12,27,2000,0,23500,4,1218.3286932973333,-25785
1894,304160,14,33,0,1,969,4,417.8231244163617,-19113
1895,304161,13,42,0,0,0,2,424.2399484394318,35384
1896,304163,13,47,0,0,1533,2,286.84545843546766,29640
1897,304164,14,70,0,1,1230,2,-598.8961016129597,-14714
1898,304169,10,28,1500,1,9369,3,1666.2590151529967,-4132
1899,304170,12,32,3000,0,0,4,1145.0233877012706,47477
1900,304172,13,25,2980,1,30762,4,1082.3669839884533,19991
1901,304173,12,43,8800,1,24645,1,1214.4727792583908,2794
1902,304175,12,22,5000,1,57732,4,1547.990736525,57945
1903,304177,12,34,4668,0,0,1,1196.966351292067,53789
1904,304178,12,24,4900,1,54577,1,1486.6240220826257,53204
1905,304180,10,24,1035,1,2832,3,1746.3731364064897,-13649
1906,304185,10,22,250,1,28528,3,1751.020922647871,26360
1907,304187,8,47,0,0,15939,3,1555.4799885864904,-27406
1908,304189,12,23,184,0,4005,4,1211.8583264157496,26581
1909,304191,8,32,5044,1,0,3,2290.9293047518386,-21974
1910,304193,12,25,3570,1,17382,4,1373.9065088193202,209
1911,304194,16,44,0,0,37629,2,-391.8985656527675,-69033
1912,304197,10,29,0,1,2913,3,1542.6463405403501,-11272
1913,304199,11,24,5400,1,34136,1,1772.3955203167825,23010
1914,304201,12,31,2000,0,22959,4,1108.4131012941616,-25195
1915,304202,12,26,1500,0,6282,4,1213.7629990941714,24159
1916,304203,8,33,4500,0,33970,3,2228.585890433149,-60336
1917,304204,12,22,0,1,9651,4,1227.5448144854872,-4688
1918,304208,14,38,122,1,15789,2,288.2475149101647,3534
1919,304210,12,29,1487,1,18116,4,1130.4931456944942,6018
1920,304212,12,22,1200,1,21233,4,1304.4518357749712,10274
1921,304215,10,24,7000,1,52991,1,2128.66512139963,49578
1922,304219,12,50,400,0,7110,2,483.7713442264594,12299
1923,304222,15,34,12480,0,42952,1,936.4503417959932,-36624
1924,304223,14,25,60,1,13785,4,641.4996594871754,-963
1925,304224,12,42,30000,1,73054,1,2600.6423867067206,31617
1926,304225,12,24,4500,1,43887,4,1460.9883483194644,38352
1927,304231,12,31,0,1,25070,4,980.234732478355,19618
1928,304234,12,33,3000,1,25499,4,1117.5444897004763,14651
1929,304235,10,39,5000,0,12093,1,1588.3032825719383,12502
1930,304237,16,41,360,1,0,2,-286.3897652635442,-23021
1931,304238,11,43,197,0,351,2,916.8404318274061,29441
1932,304243,12,27,2800,1,216,4,1269.6000408236541,-23793
1933,304244,11,22,5300,1,24399,1,1820.944397877578,8351
1934,304246,8,26,3000,0,3423,3,2324.804399826842,26816
1935,304248,11,24,3000,1,4851,4,1618.5814777378146,-15991
1936,304249,11,56,3500,1,2107,2,771.3013339164063,-16932
1937,304250,10,26,0,1,10970,3,1625.0830345427257,962
1938,304259,12,47,0,1,915,2,540.5723644656737,-14672
1939,304262,12,50,6370,1,25390,2,866.3837751416395,9384
1940,304265,14,27,8000,1,50328,1,1095.409987684343,38144
1941,304268,11,24,0,0,23560,4,1426.3139245141065,-36387
1942,304271,12,24,0,1,23868,4,1172.5870184839023,16964
1943,304275,17,23,5100,1,54180,1,258.2862268139761,45216
1944,304276,10,26,0,0,9588,3,1625.0830345427257,2221
1945,304278,14,36,5000,1,2895,1,655.8323524534972,-25937
1946,304281,12,28,0,1,8207,4,1062.6714264807342,-6068
1947,304282,12,44,0,0,4476,2,623.0090584680529,19418
1948,304289,14,25,5800,0,33180,1,1009.3715779885388,-33066
1949,304290,12,35,0,1,7240,2,870.3191404751851,-6602
1950,304293,12,29,1000,0,24466,4,1099.281712887845,-33013
1951,304297,16,28,6000,0,18283,1,432.29890880733,15642
1952,304301,12,49,220,0,26049,2,499.7141890338298,-45687
1953,304303,9,36,0,1,113,3,1604.0209605650061,-13391
1954,304307,12,41,23395,1,50916,1,2204.812221693319,14222
1955,304309,12,22,4741,1,22080,4,1531.391637763354,4466
1956,304311,10,30,0,1,0,3,1515.1674425395559,-15269
1957,304312,12,22,10000,1,88174,1,1868.4366585645148,92747
1958,304314,14,34,10584,1,38019,1,1068.664154188813,14946
1959,304318,12,32,120,1,1302,4,960.4465366065124,-15835
1960,304319,12,26,11000,1,69594,1,1822.6102509692464,63364
1961,304321,12,31,1120,0,20711,4,1052.0146190152045,-21806
1962,304322,9,22,0,1,3026,3,1988.7255325760998,-10051
1963,304324,8,46,0,1,25695,3,1582.958886587283,28206
1964,304325,12,46,0,0,443,2,568.051262466468,30385
1965,304329,12,42,2000,0,21091,2,806.1452232854444,-22657
1966,304334,17,37,4200,0,8033,2,-184.09861116423053,40842
1967,304335,8,36,14159,0,25497,1,2765.186628626707,2344
1968,304338,12,23,1440,1,6933,4,1292.3543420320748,-11351
1969,304339,11,33,3200,1,24344,4,1384.089232612263,13992
1970,304340,12,30,0,1,0,4,1007.7136304791475,-17777
1971,304341,12,37,8500,1,75075,1,1360.1194119407737,78237
1972,304342,13,38,10032,1,39761,1,1177.0982384226845,20745
1973,304343,10,36,0,1,3030,3,1350.294054534801,-9943
1974,304344,9,25,1700,1,32112,3,2015.240452067157,30382
1975,304345,12,48,6754,1,8958,2,945.9518179558545,-15876
1976,304349,9,39,140,0,0,3,1530.5567523797326,24759
1977,304350,9,34,0,1,7146,3,1658.9787565665902,-2431
1978,304351,12,22,3500,0,13130,4,1451.8569599131479,12547
1979,304352,13,27,0,1,7979,4,836.4234184513207,-7773
1980,304355,14,45,2000,1,20515,2,216.25471722265866,7890
1981,304357,8,31,0,1,363,3,1995.14235659917,-11681
1982,304358,12,27,4200,0,11070,4,1359.324898994717,20138
1983,304359,10,27,1200,1,11520,3,1674.511157831419,-747
1984,304366,12,25,600,1,3522,4,1183.5616311278518,-14655
1985,304367,11,23,8000,1,17110,1,1966.50629777812,-8091
1986,304368,12,48,0,1,0,2,513.0934664648812,-15369
1987,304371,10,30,0,1,666,3,1515.1674425395559,-14270
1988,304374,9,31,0,1,64173,3,1741.4154505689676,83074
1989,304376,11,23,0,1,0,4,1453.792822514899,-17610
1990,304379,12,23,20400,0,96447,1,2507.4852784059112,-171965
1991,304382,14,33,0,1,16120,4,417.8231244163617,3613
1992,304384,15,31,4250,1,1941,1,491.4330481213292,-27599
1993,304385,12,22,5200,1,35349,1,1560.8085734065826,23987
1994,304388,10,28,3000,1,1488,3,1762.3927917648507,-19239
1995,304393,10,31,5000,0,17848,3,1808.1344665782763,-3818
1996,304394,14,31,4000,0,25193,1,729.1376580495562,-18370
1997,304395,14,28,3000,1,45043,4,747.4851676440339,40507
1998,304398,12,42,9000,1,51131,1,1254.769514140764,41534
1999,304399,16,25,10500,0,38941,1,803.1369326452696,-28407
2000,304401,13,29,900,1,22550,4,839.1458884168478,12662
2001,304403,15,38,8000,1,26735,1,539.4152036454179,3219
2002,304407,11,27,8000,0,20409,1,1856.5907057749537,5192
2003,304409,12,25,2900,0,9695,4,1330.9667552660303,20051
2004,304412,12,22,15808,1,86187,1,2240.6666416056178,77807
2005,304416,12,32,0,1,612,4,952.7558344775625,-16637
2006,304417,10,37,8265,0,7038,1,1852.5122656653257,40191
2007,304420,12,43,0,1,666,2,650.4879564688454,-15415
2008,304422,12,27,15000,1,332,1,2051.488090600069,-46817
2009,304423,12,26,0,0,1859,4,1117.6292224823173,31174
2010,304430,10,28,5200,1,29113,3,1903.3889974622361,17835
2011,304432,12,34,0,1,0,2,897.7980384759776,-17764
2012,304433,12,43,12520,0,36250,1,1452.884545255787,-25083
2013,304437,11,32,0,1,1365,4,1206.4827405077667,-14428
2014,304438,12,32,1200,1,42501,4,1029.6628557670465,43724
2015,304446,13,28,3000,1,29081,4,1001.2120736742363,17774
2016,304451,12,31,750,0,13105,4,1028.301620784281,-426
2017,304453,10,46,600,0,49408,2,1113.9585851716183,-120477
2018,304455,9,34,0,1,45,3,1658.9787565665902,-13262
2019,304458,14,32,2600,1,15976,4,611.9339018777027,-1950
2020,304460,13,24,10000,1,71509,1,1559.7519565327239,66520
2021,304462,12,55,5306,0,744,2,660.798392927667,49163
2022,304463,11,26,1100,0,0,4,1441.854231361216,38827
2023,304487,12,36,0,0,33206,2,842.8402424743927,-65599
2024,304491,12,26,3674,1,8730,4,1353.09288599695,-12582
2025,304492,12,26,444,1,15748,4,1146.0848203594269,4435
2026,304493,14,29,600,1,0,4,566.1922270642754,-22257
2027,304496,11,23,1570,0,6786,4,1554.4128420353063,21089
2028,304497,11,28,4184,1,255,4,1584.5474800736047,-24729
2029,304499,15,35,2000,1,1011,2,237.3167912003737,-23968
2030,304502,13,26,9200,0,75771,1,1453.5228130048163,-149668
2031,304503,8,27,5000,1,25537,3,2425.5038706418545,15507
2032,304506,12,42,0,1,0,2,677.9668544696378,-16189
2033,304509,12,38,0,1,0,2,787.8824464728095,-17179
2034,304510,11,46,3000,0,0,2,1014.0457217203802,41499
2035,304511,11,30,6000,0,27663,1,1645.9756429567678,-26220
2036,304512,10,44,600,1,0,2,1168.9163811732033,-14695
2037,304513,11,23,0,0,213,4,1453.792822514899,34581
2038,304514,11,27,0,1,5841,4,1343.8772305117309,-8424
2039,304516,11,38,600,0,9081,2,1080.0628631477557,6577
2040,304517,12,23,9000,1,34613,1,1776.8685761558227,15390
2041,304518,12,24,10500,0,28565,1,1845.5234547668842,-7068
2042,304519,11,41,4900,1,20625,2,1273.209662099358,6157
2043,304520,13,28,0,1,7218,4,808.9445204505282,-8910
2044,304525,10,39,0,1,6923,3,1267.8573605324236,-4184
2045,304526,12,24,2240,1,3525,4,1316.146791557605,-18097
2046,304528,12,32,3000,1,377,4,1145.0233877012706,-23319
2047,304529,10,33,2496,0,12432,3,1592.697352819303,2714
2048,304534,12,46,7915,0,23187,1,1075.3171570550185,-6214
2049,304536,17,23,8000,1,0,1,444.14486159689477,-42771
2050,304538,17,60,0,1,11244,2,-1085.2878396956494,-4754
2051,304539,7,43,0,0,2289,3,1919.1224866198663,13435
2052,304546,15,39,0,1,9720,2,-0.7771696185991459,-6264
2053,304548,11,26,150,1,4797,4,1380.9695061737075,-10334
2054,304549,11,50,2400,0,1254,2,865.6766190724684,34174
2055,304550,11,26,4700,1,45213,1,1672.5752952296643,41266
2056,304551,10,24,60,0,363,3,1683.8861816087847,31499
2057,304552,12,60,3359,1,670,2,398.62226088151874,-19711
2058,304553,11,23,472,0,8073,4,1484.042917555429,12824
2059,304556,11,24,0,1,583,4,1426.3139245141065,-16607
2060,304558,10,29,9200,1,16772,1,2132.266837093055,-8746
2061,304560,12,24,7500,1,9411,1,1653.2559015431725,-19700
2062,304561,12,43,450,1,1470,2,679.3280894524014,-15084
2063,304562,12,27,6020,0,0,1,1475.9672146170997,61270
2064,304564,12,35,8000,1,28753,1,1383.032615738408,10116
2065,304565,12,24,862,1,2790,4,1227.8318954435144,-16238
2066,304567,11,50,7336,0,35214,2,1182.020833309878,-46963
2067,304568,12,23,0,1,7407,4,1200.0659164846948,-7507
2068,304569,12,26,3000,0,2472,4,1309.8967757060236,41529
2069,304570,9,26,140,1,83,3,1887.7824263900347,-14779
2070,304571,14,23,4000,1,0,4,948.9688420558996,-29918
2071,304573,8,35,3200,1,3375,3,2090.3121547012906,-12935
2072,304577,12,28,0,1,2199,4,1062.6714264807342,-14803
2073,304584,12,29,0,1,15479,4,1035.1925284799418,5252
2074,304585,10,47,170,0,32943,2,1058.9213378754266,-70755
2075,304592,12,24,837,1,1776,4,1226.229665833318,-17708
2076,304595,12,39,0,0,5371,2,760.4035484720152,17763
2077,304596,17,29,5000,0,6423,1,87.00392036843186,49826
2078,304597,13,37,2000,0,18442,2,689.8128072592008,-10307
2079,304598,14,36,30,1,24756,2,337.30910594622037,17057
2080,304599,12,37,1200,0,35325,2,892.2683657630841,-66909
2081,304600,12,38,0,1,13255,2,787.8824464728095,3065
2082,304602,15,26,0,0,0,4,356.44850439170295,45222
2083,304606,10,48,3000,1,28327,2,1212.8148317489977,23363
2084,304607,13,31,0,1,45971,4,726.507826448149,49761
2085,304608,11,24,8736,1,36760,1,1986.197039501545,20858
2086,304610,9,27,0,1,789,3,1851.3310425721393,-13343
2087,304611,12,31,1530,0,549,4,1078.2911846224451,40400
2088,304612,12,56,3200,0,18828,2,498.3476725638302,-14751
2089,304613,12,58,1642,1,5226,2,343.5389272547327,-10012
2090,304617,14,23,7760,1,38121,1,1189.944175429613,19411
2091,304618,12,28,7000,1,12461,1,1511.295717336052,-13967
2092,304619,9,59,3000,1,5700,2,1164.2738597704865,-8302
2093,304621,8,25,0,1,0,3,2160.0157446039257,-12982
2094,304623,8,24,0,0,8163,3,2187.4946426047172,1947
2095,304626,12,33,938,0,3162,4,985.392591451382,29852
2096,304627,11,22,0,1,0,4,1481.2717205156914,-17722
2097,304630,11,23,0,0,1701,4,1453.792822514899,29367
2098,304631,10,24,4680,0,12607,3,1979.9782135732967,12494
