,recid,education,age,prev_earnings,allocated_trmt,earnings,clstrs9,Rlr1,d_rob_ols_Xfit
7130,315894,14,23,2300,1,2652,4,840.0172285624649,-22569
7131,315901,12,41,8000,0,36287,1,1218.159227733653,-43262
7132,315902,17,75,0,1,4804,2,-1497.4713097075382,-12083
7133,315904,12,24,6800,1,28239,1,1608.393472457643,10237
7134,315905,12,23,6500,1,29667,1,1616.6456151360617,12540
7135,315909,13,32,0,1,20041,4,699.0289284473565,10753
7136,315914,12,30,0,0,0,4,1007.7136304791475,36373
7137,315916,12,32,0,1,4854,4,952.7558344775625,-10653
7138,315917,10,54,140,1,51,2,864.6463763376423,-13151
7139,315918,11,26,0,1,60,4,1371.3561285125215,-17142
7140,315920,9,34,0,0,7758,3,1658.9787565665902,3026
7141,315925,12,25,15000,0,55105,1,2106.4458866016503,-69456
7142,315928,9,41,0,1,0,3,1466.6264705610429,-13024
7143,315931,12,23,2900,0,8674,4,1385.9245512676152,23492
7144,315932,12,26,5000,1,45317,1,1438.0751445218302,39304
7145,315935,10,27,0,1,94191,3,1597.604136541935,125638
7146,315936,11,38,0,0,10457,2,1041.6093525030137,-74
7147,315937,11,22,6000,1,7395,1,1865.8068269631076,-18542
7148,315938,9,25,1600,0,16911,3,2008.8315336263659,-16134
7149,315939,9,50,7000,0,5442,2,1667.9406794092283,33354
7150,315941,12,23,1500,1,0,4,1296.1996930965488,-21874
7151,315943,11,33,0,0,23670,4,1179.0038425069743,-38939
7152,315946,12,36,0,1,2610,2,842.8402424743927,-13516
7153,315949,9,31,400,0,23342,3,1767.051124332129,-41332
7154,315954,8,33,2000,0,2601,3,2068.3629294133916,23251
7155,315955,12,31,10000,1,48968,1,1621.1265765573808,35558
7156,315956,14,36,10000,0,28935,1,976.2782744930118,-7581
7157,315960,14,43,10000,0,5762,1,783.9259884874664,60028
7158,315962,12,37,0,0,18,2,815.3613444736002,34830
7159,315964,12,52,0,1,1632,2,403.17787446171315,-12689
7160,315966,11,26,400,1,2442,4,1396.9918022756829,-14362
7161,315967,11,29,0,1,486,4,1288.919434510146,-15786
7162,315968,9,37,0,1,0,3,1576.5420625642137,-12936
7163,315969,12,25,4200,1,17364,4,1414.2826949962982,-748
7164,315970,9,33,3200,1,4047,3,1891.5430446726714,-13610
7165,315973,11,30,0,0,21255,4,1261.4405365093517,-31111
7166,315976,10,35,8000,0,19128,1,1890.4864277988163,3843
7167,315977,12,35,11000,0,34191,1,1575.300168962116,-23828
7168,315980,9,38,0,1,132,3,1549.0631645634212,-12472
7169,315982,11,22,0,1,14078,4,1481.2717205156914,3372
7170,315985,10,44,57,1,555,2,1134.1159540397111,-12786
7171,315986,12,25,600,1,156,4,1183.5616311278518,-19398
7172,315988,12,27,270,1,44309,4,1107.4544042716589,47761
7173,315989,12,40,6080,1,19900,1,1122.5868916712716,864
7174,315991,12,37,684,1,22510,2,859.1983466086058,15483
7175,315992,10,25,3216,1,12050,3,1858.6727495993327,-4171
7176,315994,11,35,1155,1,14961,2,1198.0690544965182,4419
7177,315995,8,42,3200,0,7776,3,1897.9598686957415,12136
7178,316001,12,22,5000,0,29276,4,1547.990736525,-29392
7179,316005,12,44,4675,1,18303,2,922.6259955749993,1787
7180,316007,9,27,150,0,7629,3,1860.9444202333252,6085
7181,316010,8,27,4087,1,19837,3,2366.990445277439,8599
7182,316014,12,35,3162,1,16074,2,1072.969141572974,502
7183,316015,10,30,3949,0,3315,3,1768.2556317663657,36257
7184,316016,12,23,8000,0,35445,1,1712.7793917479175,-35817
7185,316017,11,22,1400,0,14791,4,1570.9965786867542,-3347
7186,316019,10,30,3600,1,0,3,1745.888506408006,-22409
7187,316020,9,37,1000,0,11276,3,1640.631246972116,-4979
7188,316021,12,22,0,1,0,4,1227.5448144854872,-19194
7189,316022,9,56,0,1,0,2,1054.443000549155,-11414
7190,316023,12,39,0,0,552,2,760.4035484720152,32450
7191,316028,12,23,3486,0,12964,4,1423.4808133306433,12384
7192,316029,10,27,0,1,4584,3,1597.604136541935,-8980
7193,316030,12,23,0,1,32038,4,1200.0659164846948,29022
7194,316031,13,34,9000,0,9735,1,1220.8737921168977,45803
7195,316032,12,25,3600,1,15288,4,1375.8291843515617,-2838
7196,316035,14,42,0,0,2250,2,170.51304240922946,31454
7197,316037,8,55,8240,1,14668,2,1863.7436841012677,-3542
7198,316039,12,30,0,1,0,4,1007.7136304791475,-17777
7199,316041,11,27,0,1,0,4,1343.8772305117309,-16736
7200,316042,14,56,3500,0,16224,2,10.120615825791901,867
7201,316045,10,43,12000,1,28512,1,1927.0119814240898,4216
7202,316047,10,32,1306,0,0,3,1543.9101213746908,34479
7203,316048,13,27,0,0,30485,4,836.4234184513207,-51407
7204,316050,9,27,12098,1,21452,1,2626.6819955389474,-5584
7205,316054,13,38,0,1,7147,2,534.1555404426035,-7479
7206,316058,12,31,0,1,14010,4,980.234732478355,2954
7207,316060,8,25,215,1,8691,3,2173.7949192516244,-468
7208,316061,12,30,9995,0,39132,1,1648.2850286361354,-42627
7209,316066,12,22,6700,0,3461,1,1656.9423500184348,54581
7210,316067,13,36,162,1,9895,2,599.4957843182656,-4368
7211,316070,14,43,650,1,11372,2,184.69211427357368,-3462
7212,316071,8,30,900,1,2556,3,2080.3015205670745,-10347
7213,316072,11,27,400,0,20880,4,1369.5129042748922,-26840
7214,316074,12,33,0,1,2697,4,925.2769364767701,-13826
7215,316075,8,43,0,0,782,3,1665.3955805896603,19112
7216,316077,10,26,9000,1,29297,1,2201.885694213852,10701
7217,316078,10,39,3200,0,1212,3,1472.9427506377124,36996
7218,316079,8,27,0,1,2768,3,2105.0579486023407,-8076
7219,316080,9,44,16000,1,0,1,2409.6167270851074,-45415
7220,316081,12,27,1560,1,26655,4,1190.1294521578566,18582
7221,316083,15,28,6000,0,7513,1,686.025814837536,46889
7222,316085,10,36,8000,1,23682,1,1863.0075297980256,4497
7223,316086,10,31,6000,0,7395,1,1872.2236509861796,31428
7224,316088,12,49,6185,0,26526,2,882.0061740269703,-23459
7225,316089,12,40,3696,1,1477,2,969.7982760428331,-21857
7226,316090,13,23,6000,1,14228,1,1330.874116901905,-10776
7227,316093,8,35,32,1,0,3,1887.2776184970535,-12400
7228,316095,14,39,2921,1,33494,2,440.1542440670928,24477
7229,316096,12,42,500,1,357,2,710.0114466735886,-16847
7230,316100,16,38,11000,1,3612,1,477.95585083892,-38354
7231,316105,11,28,3393,1,3048,4,1533.8529352069527,-19159
7232,316108,12,33,844,1,10095,4,979.3682081170391,-4222
7233,316109,12,29,6,0,9430,4,1035.57706358639,8359
7234,316110,12,41,3000,1,52693,2,897.7133056941384,56535
7235,316112,12,27,0,1,17191,4,1090.1503244815267,7648
7236,316118,11,43,3837,0,19257,2,1150.1250630721734,-12370
7237,316119,13,29,5200,1,24471,1,1114.7293813708275,7092
7238,316124,10,24,0,1,11375,3,1680.0408305443107,1329
7239,316130,12,23,8672,1,49047,1,1755.8473236700302,37679
7240,316131,12,33,2000,0,6465,4,1053.4553052925767,24028
7241,316133,11,35,400,0,76,2,1149.6817202685506,33963
7242,316135,12,26,0,0,0,4,1117.6292224823173,37282
7243,316141,12,28,10000,0,17502,1,1703.56327055976,24035
7244,316142,10,25,206,1,7418,3,1665.7643045315472,-4916
7245,316143,12,52,5284,1,34668,2,741.8251248730703,26495
7246,316144,14,40,8500,0,0,1,770.2289058779897,72344
7247,316147,12,35,3000,1,43977,2,1062.5866936988932,42548
7248,316150,12,53,863,1,705,2,431.0079426049397,-15943
7249,316158,8,24,0,1,3180,3,2187.4946426047172,-8197
7250,316163,13,22,2658,1,39720,4,1144.1669606114883,33681
7251,316169,12,35,7726,1,64095,1,1365.472179210643,63087
7252,316170,9,29,6700,1,30872,3,2225.7707821035,19083
7253,316174,12,36,4355,1,21898,1,1121.9486405708085,6870
7254,316176,11,42,0,0,0,2,931.693760499842,30433
7255,316177,12,35,2000,0,4200,2,998.4975092909917,30446
7256,316180,12,23,2000,1,441,4,1328.2442853005014,-22139
7257,316183,13,28,2700,0,29970,4,981.9853183518644,-39812
7258,316184,12,42,0,1,1203,2,677.9668544696378,-14385
7259,316185,12,30,3040,0,10632,4,1202.5447510791728,16375
7260,316187,13,29,3120,0,98153,4,981.4238778023937,-242540
7261,316188,12,37,4000,1,5064,2,1071.7180821052098,-17641
7262,316189,9,53,4370,1,30363,2,1416.9494304140699,26209
7263,316191,12,56,0,1,1896,2,293.26228245854145,-12558
7264,316195,9,49,3000,1,18776,2,1439.0628397784112,10967
7265,316202,12,41,10000,1,56171,1,1346.3375965494597,47623
7266,316203,13,66,0,0,10680,2,-235.25360357958925,-2394
7267,316206,12,23,2702,0,7185,4,1373.2348927548483,27143
7268,316207,15,34,3000,0,4980,4,328.8848736090731,40084
7269,316208,12,30,7000,1,5142,1,1456.337921334467,-24010
7270,316216,12,35,0,0,0,2,870.3191404751851,34292
7271,316218,8,30,0,0,3771,3,2022.6212545999624,13551
7272,316219,12,40,4000,0,33906,2,989.2813881028324,-52319
7273,316220,8,42,0,1,7734,3,1692.8744785904528,760
7274,316225,12,27,4592,1,42333,1,1384.4478592826163,35827
7275,316226,12,34,0,1,17508,2,897.7980384759776,8979
7276,316229,15,41,3500,1,26766,2,168.57717980747475,12030
7277,316232,12,23,0,1,0,4,1200.0659164846948,-19034
7278,316235,9,24,150,0,18767,3,1943.3811142357008,-26973
7279,316238,8,74,0,0,0,2,813.5497425650929,16306
7280,316239,12,33,19454,1,52965,1,2172.0679299481126,21969
7281,316240,11,23,2700,1,10729,4,1626.833620416237,-6749
7282,316241,10,56,8137,0,4854,2,1322.2097880460533,41491
7283,316243,13,30,5528,1,0,1,1108.2717358558293,-30283
7284,316245,15,41,2560,0,28179,2,108.3333464640491,-32028
7285,316246,14,24,530,1,1104,4,699.1004741596826,-20714
7286,316247,11,22,170,1,6271,4,1492.166881865036,-8666
7287,316250,10,41,6414,1,26340,1,1623.9675933231301,12981
7288,316257,12,27,1500,1,45215,4,1186.2841010933807,46547
7289,316259,13,22,4482,0,32057,4,1261.065632971502,-38196
7290,316262,12,37,5000,1,63016,1,1135.8072665131112,67128
7291,316264,11,26,0,1,12562,4,1371.3561285125215,1967
7292,316272,12,23,4000,0,17876,4,1456.422654116308,-377
7293,316274,14,33,1000,1,0,4,481.912308824265,-22510
7294,316276,12,27,0,1,19345,4,1090.1503244815267,10501
7295,316277,12,39,180,1,16055,2,771.9396016654373,7112
7296,316280,12,27,1000,1,14362,4,1154.23950888943,1107
7297,316283,11,31,6000,0,33246,1,1618.4967449559772,-42088
7298,316285,12,22,7200,0,63888,1,1688.9869422223892,-125911
7299,316287,10,31,12000,0,31618,1,2256.7587574335957,-16969
7300,316289,12,33,1520,0,13104,4,1022.6924967767827,2334
7301,316294,10,35,2000,1,7507,3,1505.9513213514,-7335
7302,316295,10,31,800,1,10093,3,1538.959892065086,-1824
7303,316296,7,46,18000,1,564,1,2990.291111959741,-45748
7304,316298,9,30,0,1,6355,3,1768.89434856976,-4097
7305,316302,12,29,0,0,7126,4,1035.1925284799418,14417
7306,316307,10,25,1900,1,14587,3,1774.3313829185336,2293
7307,316309,12,31,6000,1,13335,1,1364.7698389257712,-9603
7308,316313,9,55,9388,1,7755,2,1683.591161771339,-17647
7309,316315,12,27,0,1,5281,4,1090.1503244815267,-10588
7310,316316,10,30,1820,1,15113,3,1631.8097581619404,3850
7311,316317,15,32,1300,1,70421,4,274.8910561172215,80985
7312,316318,10,36,3600,0,7747,3,1581.015118403251,20065
7313,316320,8,53,0,0,28749,2,1390.6066005817356,-67408
7314,316321,8,39,0,1,38754,3,1775.3111725928293,46877
7315,316325,12,33,7000,0,9797,1,1373.9012273320877,33991
7316,316328,11,28,4000,1,30,4,1572.7550701425498,-24868
7317,316330,14,22,3000,1,13056,4,912.3585556487851,-7887
7318,316331,11,36,0,0,30025,2,1096.5671485045968,-59061
7319,316334,12,34,0,1,15725,2,897.7980384759776,6290
7320,316336,8,48,900,1,11990,3,1585.681356552811,6161
7321,316337,8,59,0,1,270,2,1225.73321257698,-8293
7322,316338,12,33,5000,1,0,1,1245.7228585162811,-27471
7323,316339,12,36,9600,1,72432,1,1458.096412790259,72656
7324,316341,13,35,6265,1,24629,1,1018.1109747604933,5881
7325,316343,8,33,150,0,477,3,1949.797938258771,22004
7326,316344,7,25,0,1,3390,3,2413.7426506341317,-6438
7327,316349,12,38,98,0,13307,2,794.1631865447853,-6045
7328,316356,12,24,6958,1,18855,1,1618.5195635940872,-3914
7329,316357,11,29,14347,1,555,1,2208.4069632103274,-44474
7330,316359,11,22,3360,1,4539,4,1696.6113801262436,-17574
7331,316360,8,42,4000,1,1800,3,1949.2312162220642,-16073
7332,316363,12,59,0,0,11160,2,210.82558845616586,-4843
7333,316365,14,71,0,1,9688,2,-626.3749996137522,-1407
7334,316369,17,29,0,0,23329,4,-233.44200167108283,-19277
7335,316370,11,27,0,1,708,4,1343.8772305117309,-16124
7336,316371,12,25,0,0,0,4,1145.1081204831098,37024
7337,316376,12,44,0,1,0,2,623.0090584680529,-16097
7338,316384,12,30,0,1,4350,4,1007.7136304791475,-11304
7339,316387,14,22,3000,0,162,4,912.3585556487851,54456
7340,316392,12,30,350,1,42,4,1030.144845021914,-18734
7341,316393,13,51,1138,1,12171,2,249.86335828849224,-743
7342,316394,12,28,2100,1,20523,4,1197.2587137373284,8180
7343,316396,11,39,0,1,3790,2,1014.1304545022194,-10213
7344,316397,12,22,2640,0,9974,4,1396.7402613223494,18596
7345,316403,12,22,0,1,42640,4,1227.5448144854872,45222
7346,316406,12,31,0,0,1578,4,980.234732478355,31238
7347,316408,13,26,6688,1,39726,1,1292.530781772166,26795
7348,316409,12,41,9000,1,63455,1,1282.2484121415582,60532
7349,316415,12,30,2000,0,6559,4,1135.891999294954,24217
7350,316418,17,39,0,1,21264,2,-508.2309816790075,8286
7351,316419,12,25,0,0,10507,4,1145.1081204831098,5939
7352,316422,11,33,1500,1,28764,4,1275.1376191188283,23820
7353,316428,11,24,13000,0,7626,1,2259.4733218168403,64952
7354,316433,10,26,0,0,12303,3,1625.0830345427257,-5311
7355,316434,10,30,3100,1,6768,3,1713.8439142040534,-11055
7356,316435,9,56,5000,1,8722,2,1374.8889225886687,-7885
7357,316437,15,45,1000,1,7297,2,-101.56137321545066,-11546
7358,316438,17,26,500,1,2300,4,-118.9607154647565,-23525
7359,316439,12,37,4263,1,15834,2,1088.5735376044904,-2102
7360,316441,11,37,0,1,37270,2,1069.0882505038044,39792
7361,316444,12,35,5800,0,19500,1,1242.0364100410225,117
7362,316445,10,24,0,0,12489,3,1680.0408305443107,-5415
7363,316446,16,42,9860,1,9780,1,294.97858861073837,-27820
7364,316447,10,35,850,1,15550,3,1432.2487592823109,6999
7365,316448,12,27,8910,1,33924,1,1661.184957555939,14112
7366,316449,12,47,4200,0,10306,2,809.7469389788657,17948
7367,316451,12,26,0,0,201,4,1117.6292224823173,36778
7368,316452,12,22,0,0,1003,4,1227.5448144854872,34835
7369,316453,12,24,0,1,12138,4,1172.5870184839023,-696
7370,316454,10,41,700,1,905,2,1257.76199361637,-14340
7371,316458,12,41,1200,1,17262,2,782.3527737599143,6925
7372,316459,10,23,6800,0,25835,1,2143.326182518842,-17353
7373,316465,10,26,1000,0,1858,3,1689.172218950629,30194
7374,316468,8,36,6000,1,31002,3,2242.2829730426256,23007
7375,316469,12,37,4500,0,27007,1,1103.7626743091641,-28321
7376,316470,11,54,1400,1,3597,2,691.6718426613952,-11580
7377,316473,10,31,0,1,27449,3,1487.6885445387634,26029
7378,316474,13,42,0,1,1117,2,424.2399484394318,-16291
7379,316477,11,57,23462,1,66279,1,2023.1707350661745,40654
7380,316479,12,58,1988,1,27318,2,365.7137850598665,21971
7381,316483,12,40,310,0,183,2,752.7922976376722,34881
7382,316484,11,43,1500,1,67556,2,1000.3486391109036,83361
7383,316487,12,34,360,1,21564,2,920.8701448628235,14322
7384,316494,13,25,1500,1,26589,4,987.5149910647579,16779
7385,316495,8,24,650,1,0,3,2229.152612469854,-14768
7386,316496,12,23,4400,0,2075,4,1482.0583278794657,49416
7387,316497,12,35,2844,1,40275,2,1052.5887809312608,37421
7388,316498,11,28,1000,1,16014,4,1380.4875169188417,5361
7389,316500,12,22,4000,1,33620,4,1483.9015521170986,23302
7390,316505,12,28,19000,1,0,1,2280.365930230888,-56119
7391,316506,12,37,3000,1,48719,2,1007.6288976973083,50046
7392,316511,11,34,4000,1,21,1,1407.8816821377914,-24125
7393,316514,12,47,6894,0,35415,2,982.4032017737554,-47033
7394,316516,12,24,2904,1,18037,4,1358.702010004452,2426
7395,316518,12,24,3200,1,477,4,1377.672408589191,-24522
7396,316520,14,37,8000,1,27465,1,820.6210076764146,4846
7397,316521,13,47,4823,0,20241,2,595.9475948347826,-6585
7398,316522,8,32,0,1,9566,3,1967.6634585983775,2803
7399,316524,9,29,400,1,40589,3,1822.0089203337157,46153
7400,316526,12,23,2300,0,13737,4,1347.4710406228714,5832
7401,316529,14,23,5350,1,22455,1,1035.4892410065659,1086
7402,316532,12,36,0,1,5194,2,842.8402424743927,-9640
7403,316534,12,48,0,0,440,2,513.0934664648812,31203
7404,316540,12,28,17000,0,28867,1,2152.187561415085,15496
7405,316544,12,29,300,0,1467,4,1054.4192838023137,32648
7406,316545,9,25,0,0,670,3,1906.2888385737224,26450
7407,316547,12,24,2000,0,26967,4,1300.765387299709,-35545
7408,316551,12,63,0,1,2004,2,100.90999645299598,-10788
7409,316554,8,34,2820,0,8075,3,2093.4371626270786,10554
7410,316555,11,25,0,1,17838,4,1398.835026513314,9398
7411,316557,12,29,5400,1,19410,1,1381.274124282616,92
7412,316559,11,23,7000,0,18105,1,1902.4171133702184,9078
7413,316564,12,40,0,1,0,2,732.9246504712228,-16577
7414,316566,8,27,400,0,117,3,2130.693622365501,26537
7415,316567,13,49,100,1,24337,2,238.29658087467578,19416
7416,316571,10,26,6400,1,54684,1,2035.2538147533014,53559
7417,316572,12,43,1000,1,3322,2,714.5771408767487,-13129
7418,316576,14,40,2000,0,3225,2,353.649207226621,37497
7419,316578,12,25,318,0,4461,4,1165.488481124823,25398
7420,316580,13,24,8000,1,173,1,1431.5735877169172,-36007
7421,316583,12,36,2128,0,11406,2,979.2220268944093,8717
7422,316592,12,33,0,1,4928,4,925.2769364767701,-10479
7423,316593,11,29,5000,0,2628,1,1609.365356549657,46062
7424,316594,11,39,0,1,72,2,1014.1304545022194,-15790
7425,316596,12,25,6000,0,24627,1,1529.643226930526,-13380
7426,316598,12,67,5690,1,16770,2,355.6618637307911,7
7427,316600,14,31,6560,1,36523,1,893.2059701337894,21444
7428,316603,12,24,2000,0,8769,4,1300.765387299709,19227
7429,316604,10,38,0,0,3480,3,1295.336258533218,18083
7430,316605,12,30,0,0,45,4,1007.7136304791475,36099
7431,316606,12,41,5962,1,21740,1,1087.5454699103466,3984
7432,316608,12,27,0,1,10851,4,1090.1503244815267,-1962
7433,316612,16,67,0,1,11378,2,-1023.9132196709961,-1888
7434,316613,12,34,6000,1,5391,1,1282.3331449233956,-21551
7435,316614,16,56,3600,1,8007,2,-490.9242777938307,-15875
7436,316615,12,30,0,1,21947,4,1007.7136304791475,15143
7437,316617,12,26,4800,0,0,1,1425.2573076402514,56420
7438,316619,11,28,0,1,13519,4,1316.3983325109384,3199
7439,316621,11,33,0,1,0,4,1179.0038425069743,-15916
7440,316622,8,55,0,1,0,2,1335.6488045801498,-9247
7441,316624,14,49,0,1,0,2,-21.83924359631783,-18262
7442,316626,14,27,0,0,0,4,582.6965124211183,42964
7443,316627,11,26,8400,0,0,1,1909.7052775389056,68339
7444,316628,12,31,14000,0,56189,1,1877.483314188994,-76915
7445,316631,12,30,0,1,21422,4,1007.7136304791475,14303
7446,316632,12,34,0,1,165,2,897.7980384759776,-17516
7447,316635,11,23,0,1,390,4,1453.792822514899,-16698
7448,316636,14,32,1000,1,9921,4,509.39120682505745,-7738
7449,316638,8,34,0,1,16215,3,1912.7056625967925,12554
7450,316640,10,61,8481,0,1348,2,1206.8619774784129,52323
7451,316641,12,34,8936,1,13920,1,1470.4989903449969,-14041
7452,316642,10,31,5000,1,9582,3,1808.1344665782763,-10654
7453,316644,9,46,0,0,0,2,1329.2319805570814,22270
7454,316646,9,41,3000,1,835,3,1658.894023784751,-17332
7455,316647,14,30,9300,0,23336,1,1096.289233412237,9960
7456,316650,11,28,6876,1,12039,1,1757.0755644996789,-12558
7457,316653,12,34,4289,0,33279,1,1172.676550401473,-47458
7458,316654,15,46,0,1,39816,2,-193.12945562414643,39176
7459,316663,9,23,0,1,80,3,1961.2466345753073,-14350
7460,316667,9,28,3,0,469,3,1824.044412124571,26730
7461,316668,12,22,7900,1,5064,1,1733.8493713079188,-27665
7462,316672,12,37,5720,0,71,1,1181.951479286803,57089
7463,316673,12,38,0,1,10508,2,787.8824464728095,-1417
7464,316674,12,31,6400,1,2361,1,1390.4055126889325,-27329
7465,316675,12,40,0,1,23431,2,732.9246504712228,18683
7466,316676,12,24,2600,1,3173,4,1339.218897944449,-19070
7467,316677,11,26,0,0,21629,4,1371.3561285125215,-31140
7468,316683,11,31,0,0,2187,4,1233.9616385085592,25989
7469,316684,12,42,0,1,423,2,677.9668544696378,-16040
7470,316689,12,43,3920,1,16404,2,901.7175593478241,282
7471,316690,12,25,3198,1,22734,4,1350.065332219585,9112
7472,316692,12,26,1900,1,5964,4,1239.3986728573327,-13285
7473,316693,11,24,0,1,681,4,1426.3139245141065,-16460
7474,316694,12,22,1300,1,18844,4,1310.8607542157606,6809
7475,316698,11,39,140,0,4019,2,1023.1029403193243,19521
7476,316699,13,48,0,1,14310,2,259.3665604346752,4087
7477,316700,14,28,0,1,17412,4,555.2176144203258,5335
7478,316705,9,43,1935,1,20190,3,1535.681246388749,14755
7479,316708,13,60,0,0,12653,2,-70.38021557483262,-5353
7480,316710,11,27,10000,1,2370,1,1984.7690745907566,-32972
7481,316712,11,30,8858,1,785,1,1829.1425319945556,-32736
7482,316714,9,35,656,0,3397,3,1673.5423635373827,18773
7483,316715,13,27,4973,0,1524,1,1155.1389325118216,54214
7484,316717,12,24,1200,1,8258,4,1249.4940397733862,-8848
7485,316721,8,31,3500,1,803,3,2219.4545020268306,-18243
7486,316722,10,32,4840,0,14536,3,1770.4012990722204,5618
7487,316723,12,22,0,0,33,4,1227.5448144854872,37745
7488,316724,8,45,2349,1,0,3,1760.9832787622381,-15776
7489,316729,8,31,0,1,7278,3,1995.14235659917,-765
7490,316734,12,25,3000,1,21913,4,1337.375673706818,8103
7491,316735,16,22,5000,1,3509,4,533.0831124041833,-29964
7492,316736,11,33,4680,1,0,1,1478.9412255359566,-25631
7493,316738,8,23,200,0,5152,3,2227.7913774870904,10918
7494,316741,12,70,0,1,13012,2,-91.4422895525513,6540
7495,316742,12,23,1750,1,6395,4,1312.2219891985242,-12712
7496,316748,12,39,800,1,0,2,811.6748959983379,-18246
7497,316750,10,34,6000,1,37977,1,1789.786956983804,30551
7498,316751,13,26,3000,1,12062,4,1056.1698696758176,-7962
7499,316752,11,33,825,1,22560,4,1231.8774196434933,15933
7500,316755,14,24,4000,0,1686,4,921.4899440551053,54527
7501,316759,12,44,57,1,9325,2,626.6621419793028,-2812
7502,316760,13,31,1500,1,29208,4,822.641603060003,21528
7503,316765,12,23,4000,1,1481,4,1456.422654116308,-24588
7504,316766,12,36,0,0,18581,2,842.8402424743927,-21724
7505,316769,11,32,3118,0,35656,4,1406.3128174916073,-61695
7506,316771,10,29,0,0,15813,3,1542.6463405403501,-17517
7507,316774,14,26,3500,1,1799,4,834.4875558495696,-25588
7508,316780,12,30,0,1,0,4,1007.7136304791475,-18186
7509,316783,9,26,12000,1,32081,1,2647.880153467766,10418
7510,316786,13,32,7000,1,32781,1,1147.653219302676,16423
7511,316787,10,36,4000,1,37524,3,1606.6507921664124,33839
7512,316789,12,33,300,1,46855,4,944.503691799142,51878
7513,316796,14,35,0,1,3231,2,362.86532841477674,-15458
7514,316803,12,36,6000,1,49467,1,1227.3753489218107,44836
7515,316807,15,31,250,0,27432,4,235.07631048971598,-36865
7516,316810,13,29,9000,1,36735,1,1358.2682821208618,17938
7517,316812,14,30,1800,1,2896,4,615.6203503529632,-20196
7518,316813,12,26,2400,1,8076,4,1271.4432650612853,-11163
7519,316815,12,24,500,0,31290,4,1204.631610687853,-54274
7520,316821,9,30,6000,1,24393,3,2153.429455017176,10863
7521,316824,9,22,1200,0,3150,3,2065.6325538655838,25286
7522,316825,9,24,700,1,18663,3,1978.6301656600463,11801
7523,316826,9,42,2000,1,13804,3,1567.325941376057,4536
7524,316835,8,45,0,0,0,3,1610.4377845880745,20934
7525,316837,12,28,2808,1,41028,4,1242.6338562981273,37742
7526,316838,11,30,13000,1,10725,1,2094.599933812089,-25878
7527,316839,12,31,0,0,16791,4,980.234732478355,-15058
7528,316842,10,46,0,1,0,2,1075.5050745268763,-13092
7529,316843,11,23,0,0,3405,4,1453.792822514899,24255
7530,316847,14,29,5600,0,16121,1,886.63814910379,16641
7531,316850,9,25,5545,1,6065,3,2261.663366115543,-16291
7532,316851,8,38,0,1,9321,3,1802.7900705936236,2597
7533,316852,14,30,5000,0,10830,1,820.705740458252,29550
7534,316855,12,24,2658,0,18648,4,1342.9360706401094,-7803
7535,316856,16,24,4041,1,12944,4,416.66378855541916,-13027
7536,316858,10,26,6000,1,15192,1,2009.61814099014,-4937
7537,316859,9,22,420,0,3618,3,2015.642990027418,20582
7538,316864,11,32,350,0,3397,4,1228.9139550505333,23583
7539,316868,12,39,1150,1,42555,2,834.1061105411045,44729
7540,316869,16,35,3600,0,21924,2,86.13258022281298,-5297
7541,316870,14,34,3000,1,3622,4,582.6117796392791,-21032
7542,316872,16,25,5000,1,1128,1,450.6464184018041,-31955
7543,316873,12,42,0,1,0,2,677.9668544696378,-16189
7544,316876,11,25,1024,1,9150,4,1464.462351347007,-5664
7545,316879,13,32,15000,0,903,1,1660.3666945658952,93508
7546,316883,13,40,10800,1,60528,1,1171.3609360463633,51570
7547,316884,11,29,3484,1,0,4,1512.206152987279,-23637
7548,316890,8,24,0,1,9409,3,2187.4946426047172,1005
7549,316891,13,24,6000,1,24813,1,1303.3952189011106,4713
7550,316893,12,38,5000,1,9966,1,1108.3283685123242,-11839
7551,316898,8,29,600,1,18306,3,2088.5536632454987,14268
7552,316901,11,25,1500,1,18300,4,1494.968803125168,7116
7553,316906,10,28,5000,1,55770,3,1890.5711605806555,58217
7554,316908,12,23,9000,0,27940,1,1776.8685761558227,-9984
7555,316914,10,26,0,0,0,3,1625.0830345427257,31928
7556,316915,10,46,7274,0,46098,1,1541.6898019099608,-82934
7557,316917,10,39,40,1,40953,3,1270.4209279087409,46783
7558,316918,12,31,3240,0,3775,4,1187.883689959961,37648
7559,316919,8,43,0,0,57,3,1665.3955805896603,21204
7560,316923,11,29,2040,0,0,4,1419.661370702268,41776
7561,316925,11,32,13000,0,37658,1,2039.6421378105042,-29566
7562,316926,16,26,0,1,24996,4,102.72159836149694,12968
7563,316928,9,32,0,1,15169,3,1713.936552568175,9705
7564,316929,12,28,7841,1,32472,1,1565.1947214231004,15244
7565,316933,12,23,0,1,12596,4,1200.0659164846948,-50
7566,316935,8,35,0,1,3369,3,1885.226764596001,-6669
7567,316936,12,27,2500,1,207,4,1250.3732855012822,-23076
7568,316939,12,47,0,1,0,2,540.5723644656737,-15890
7569,316940,12,37,2400,1,16487,2,969.1753870525663,2865
7570,316942,10,40,4800,1,48063,2,1548.0065476895652,48416
7571,316945,12,33,0,1,577,4,925.2769364767701,-16943
7572,316946,14,27,5100,0,5977,1,909.5513529014206,45208
7573,316947,16,29,5882,0,478,1,397.257487046405,68389
7574,316949,10,26,0,1,1035,3,1625.0830345427257,-14221
